Name,ID,SMILES,inchi,LogS
calcium phosphonate,,[Ca++].[O-][PH]([O-])=O,OMAAXMJMHFXYFY-UHFFFAOYSA-L,0.948776933
lanthanum trinitrate,,[La],FZLIPJUXYLNCLC-UHFFFAOYSA-N,0.947184106
1-ethylpyrrolidin-2-one,,CCN1CCCC1=O,ZFPGARUNNKGOBB-UHFFFAOYSA-N,0.946307061
2-(carboxyoxy)ethyl hydrogen carbonate,,O=C1OCCO1,KMTRUDSVKNLOMY-UHFFFAOYSA-N,0.946191052
"propanamide, 2-hydroxy-",,CC(O)C(N)=O,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,0.9435
trifluoroacetic acid,,OC(=O)C(F)(F)F,DTQVDTLACAAQTR-UHFFFAOYSA-N,0.943011346
oxepan-2-one,,O=C1CCCCCO1,PAPBSGBWRJIAAV-UHFFFAOYSA-N,0.942546912
"1,4-dimethylpiperazine",,CN1CCN(C)CC1,RXYPXQSKLGGKOL-UHFFFAOYSA-N,0.942364321
"2,6-dimethylmorpholine",,CC1CNCC(C)O1,HNVIQLPOGUDBSU-UHFFFAOYSA-N,0.938638008
"1,3-dimethylurea",,CNC(=O)NC,MGJKQDOBUOMPEZ-UHFFFAOYSA-N,0.938636234
"1,1,3,3-tetramethylguanidine",,CN(C)C(=N)N(C)C,KYVBNYUBXIEUFW-UHFFFAOYSA-N,0.938622926
4-ethylmorpholine,,CCN1CCOCC1,HVCNXQOWACZAFN-UHFFFAOYSA-N,0.9386
2-azabicyclo[2.2.1]hept-5-en-3-one,,O=C1NC2CC1C=C2,DDUFYKNOXPZZIW-UHFFFAOYSA-N,0.936160808
potassium iodide,,[K+].[I-],NLKNQRATVPKPDG-UHFFFAOYSA-M,0.935222717
2-hydroxyethyl prop-2-enoate,,OCCOC(=O)C=C,OMIGHNLMNHATMP-UHFFFAOYSA-N,0.935107933
n-nitrosomorpholine,,O=NN1CCOCC1,ZKXDGKXYMTYWTB-UHFFFAOYSA-N,0.9351
tetrahydropyran-2-methanol,,OCC1CCCCO1,ROTONRWJLXYJBD-UHFFFAOYSA-N,0.9349
4-hydroxy-4-methyl-2-pentanone,,CC(=O)CC(C)(C)O,SWXVUIWOUIDPGS-UHFFFAOYSA-N,0.9349
tetramethylurea,,CN(C)C(=O)N(C)C,AVQQQNCBBIEMEU-UHFFFAOYSA-N,0.9349
5-aminopentanoic acid,,NCCCCC(O)=O,JJMDCOVWQOJGCB-UHFFFAOYSA-N,0.9313
2-(butylamino)ethan-1-ol,,CCCCNCCO,LJDSTRZHPWMDPG-UHFFFAOYSA-N,0.931102034
2-(diethylamino)-ethanol,,CCN(CC)CCO,BFSVOASYOCHEOV-UHFFFAOYSA-N,0.9311
dicaesium(1+) ion carbonate,,[Cs+].[Cs+].[O-]C([O-])=O,FJDQFPXHSGXQBY-UHFFFAOYSA-L,0.930068755
3-hydroxy-2-(hydroxymethyl)-2-methylpropanal,,CC(CO)(CO)C=O,CBIFNLUPCWCNQT-UHFFFAOYSA-N,0.928933376
potassium formate,,[K+].[O-]C=O,WFIZEGIEIOHZCP-UHFFFAOYSA-M,0.9288
n-nitrososarcosine,,CN(CC(O)=O)N=O,HJMPSKKJHVWPBK-UHFFFAOYSA-N,0.9278
"4-(hydroxymethyl)-1,3-dioxolan-2-one",,OCC1COC(=O)O1,JFMGYULNQJPJCY-UHFFFAOYSA-N,0.927794233
chloroacetic acid,,OC(=O)CCl,FOCAUTSVDIKZOP-UHFFFAOYSA-N,0.9277
ethyl lactate,,CCOC(=O)C(C)O,LZCLXQDLBQLTDK-UHFFFAOYSA-N,0.9276
2-methoxyethyl acetate,,COCCOC(C)=O,XLLIQLLCWZCATF-UHFFFAOYSA-N,0.9276
"2-methyl-2,4-pentanediol",,CC(O)CC(C)(C)O,SVTBMSDMJJWYQN-UHFFFAOYSA-N,0.9275
1-[(2-aminoethyl)amino]-2-propanol,,CC(O)CNCCN,CWKVFRNCODQPDB-UHFFFAOYSA-N,0.9275
1-propoxy-2-propanol,,CCCOCC(C)O,FENFUOGYJVOCRY-UHFFFAOYSA-N,0.9275
"3-methylpentane-1,5-diol",,CC(CCO)CCO,SXFJDZNJHVPHPH-UHFFFAOYSA-N,0.927470714
l-homoserine,,N[C@@H](CCO)C(O)=O,UKAUYVFTDYCKQA-VKHMYHEASA-N,0.924
2-[(2-hydroxyethyl)(methyl)amino]ethan-1-ol,,CN(CCO)CCO,CRVGTESFCCXCTH-UHFFFAOYSA-N,0.923854927
methyl hydroxymethoxyacetate,,COC(=O)COCO,RNVVYVPDHMKDTL-UHFFFAOYSA-N,0.920442528
diethylene glycol monomethyl ether,,COCCOCCO,SBASXUCJHJRPEV-UHFFFAOYSA-N,0.9203
glycine,,NCC(O)=O,DHMQDGOQFOQNFH-UHFFFAOYSA-N,0.92
"2-butenoic acid, 2-chloro-, (z)-",,C\C=C(/Cl)C(O)=O,WMDBQMYVAIBBDH-IHWYPQMZSA-N,0.9189
"thiocyanic acid, ammonium salt",,[NH4+].[S-]C#N,SOIFLUNRINLCBN-UHFFFAOYSA-N,0.9178
n-methylbenzylamine,,CNCc1ccccc1,RIWRFSMVIUAEBX-UHFFFAOYSA-N,0.9166
Niacinamide; Nicotinamide,CAS98-92-0,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,0.91
"2,2'-sulfanediyldiethanol",,OCCSCCO,YODZTKMDCQEPHD-UHFFFAOYSA-N,0.91296789
"3,5-dimethylpyridine-n-oxide",,Cc1cc(C)c[n+]([O-])c1,SSTLCMOZTCLOLQ-UHFFFAOYSA-N,0.9095
"cyclopentanecarbonitrile, 1-methyl-2-oxo-",,CC1(CCCC1=O)C#N,KJRMGWZKDHKBCY-UHFFFAOYSA-N,0.9095
2-bromoethanol,,OCCBr,LDLCZOVUSADOIV-UHFFFAOYSA-N,0.9032
lithium(1+) ion trifluoromethanesulfonate,,[Li].O[S](=O)(=O)C(F)(F)F,WDGKXRCNMKPDSD-UHFFFAOYSA-N,0.903040198
"2-amino-2-ethylpropane-1,3-diol",,CCC(N)(CO)CO,IOAOAKDONABGPZ-UHFFFAOYSA-N,0.901578533
"2,2-dimethylpropane-1,3-diol",,CC(C)(CO)CO,SLCVBVWXLSEKPL-UHFFFAOYSA-N,0.901422988
"N,N-dimethylmethanaminium chloride",,[H+].[Cl-].CN(C)C,SZYJELPVAFJOGJ-UHFFFAOYSA-N,0.899333987
isethionic acid,,OCC[S](O)(=O)=O,SUMDYPCJJOFFON-UHFFFAOYSA-N,0.8992
ethanedioyl dichloride,,ClC(=O)C(Cl)=O,CTSLXHKWHWQRSH-UHFFFAOYSA-N,0.896449406
"1,3-dimethyltetrahydropyrimidin-2(1H)-one",,CN1CCCN(C)C1=O,GUVUOGQBMYCBQP-UHFFFAOYSA-N,0.892196674
picolinic acid,,OC(=O)c1ccccn1,SIOXPEMLGUPBBT-UHFFFAOYSA-N,0.892
dichloroacetic acid,,OC(=O)C(Cl)Cl,JXTHNDFMNIQAHM-UHFFFAOYSA-N,0.8896
"cyclohexane-1,2-diamine",,[NH3+][C@H]1CCCC[C@H]1[NH3+],SSJXIUAHEKJCMH-OLQVQODUSA-P,0.889006483
4-acetylmorpholine,,CC(=O)N1CCOCC1,KYWXRBNOYGGPIZ-UHFFFAOYSA-N,0.888875326
"N,N-dimethyl-3-oxobutanamide",,CN(C)C(=O)CC(C)=O,YPEWWOUWRRQBAX-UHFFFAOYSA-N,0.888875326
2-hydroxypropyl acrylate,,CC(O)COC(=O)C=C,GWZMWHWAWHPNHN-UHFFFAOYSA-N,0.8856
1-hydroxypropan-2-yl prop-2-enoate 2-hydroxypropyl prop-2-enoate,,OCCCOC(=O)C=C,QZPSOSOOLFHYRR-UHFFFAOYSA-N,0.885579186
N-[3-(dimethylamino)propyl]formamide,,CN(C)CCCNC=O,WFBDWTZOYPUBQZ-UHFFFAOYSA-N,0.885419037
tert-butyl isobutyl ether,,CC(C)COC(C)(C)C,UPOMCDPCTBJJDA-UHFFFAOYSA-N,0.885285625
tert-butyl hydroperoxide,,CC(C)(C)OO,CIHOLLKRGTVIJN-UHFFFAOYSA-N,0.884647226
"acetic acid, chlorodifluoro-",,OC(=O)C(F)(F)Cl,OAWAZQITIZDJRB-UHFFFAOYSA-N,0.8845
methoxymethane,,COC,LCGLNKUTAGEVQW-UHFFFAOYSA-N,0.88436592
2-oxobutanedioic acid,,OC(=O)CC(=O)C(O)=O,KHPXUQMNIQBQEV-UHFFFAOYSA-N,0.879192534
"2,5-tetrahydrofurandimethanol",,OCC1CCC(CO)O1,YCZZQSFWHFBKMU-UHFFFAOYSA-N,0.8789
"1,3-dioxolane, 2-methyl-",,CC1OCCO1,HTWIZMNMTWYQRN-UHFFFAOYSA-N,0.8789
tripotassium methylsilanetris(olate),,[K+].C[Si](O)(O)[O-],MQGFFOISLVUDQU-UHFFFAOYSA-N,0.878663433
1-(2-hydroxyethyl)imidazolidin-2-one,,OCCN1CCNC1=O,HBAIZGPCSAAFSU-UHFFFAOYSA-N,0.877677326
"ethanol, 2,2'-(ethylimino)bis-",,CC[NH+](CCO)CCO,AKNUHUCEWALCOI-UHFFFAOYSA-O,0.8755
n-nitrosodiethanolamine,,OCCN(CCO)N=O,YFCDLVPYFMHRQZ-UHFFFAOYSA-N,0.8724
"1,1,1-tris(hydroxymethyl)propane",,CCC(CO)(CO)CO,ZJCCRDAZUWHFQH-UHFFFAOYSA-N,0.8723
"1-propanol, 2-(2-hydroxypropoxy)-",,CC(O)COC(C)CO,DUFKCOQISQKSAV-UHFFFAOYSA-N,0.8723
diethylene glycol monoethyl ether,,CCOCCOCCO,XXJWXESWEXIICW-UHFFFAOYSA-N,0.8723
dipropylene glycol,,CCC(O)OC(O)CC,QYSXYAURTRCDJU-UHFFFAOYSA-N,0.8723
ethyl N-ethyl-N-phenylcarbamate,,CCOC(=O)N(CC)c1ccccc1,XEFYPTRGVWLMHB-UHFFFAOYSA-N,0.867399476
copper(2+) dinitrate,,[Cu++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,XTVVROIMIGLXTD-UHFFFAOYSA-N,0.866122887
malonic acid,,OC(=O)CC(O)=O,OFOBLEOULBTSOW-UHFFFAOYSA-N,0.8652
"tris(2-hydroxypropan-1-aminium) 2-hydroxypropane-1,2,3-tricarboxylate",,CC(O)CN.OC(=O)CC(O)(CC(O)=O)C(O)=O,KFAOXEXTCSIFGD-UHFFFAOYSA-N,0.862920127
potassium phosphinate,,[K+].[O-]P=O,CRGPNLUFHHUKCM-UHFFFAOYSA-M,0.862674821
azepan-2-one,,O=C1CCCCCN1,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,0.860120914
sodium phosphinate,,O.[Na+].[O-]P=O,ACUGTEHQOFWBES-UHFFFAOYSA-M,0.854635653
sarin,,CC(C)O[P](C)(F)=O,DYAHQFWOVKZOOW-UHFFFAOYSA-N,0.8536
gentisyl alcohol,,OCc1cc(O)ccc1O,PUZSUVGRVHEUQO-UHFFFAOYSA-N,0.8534
methamidophos,,CO[P](N)(=O)SC,NNKVPIKMPCQWCG-UHFFFAOYSA-N,0.8504
1-(morpholin-4-yl)prop-2-en-1-one,,C=CC(=O)N1CCOCC1,XLPJNCYCZORXHG-UHFFFAOYSA-N,0.850257585
benzenesulfonic acid,,O[S](=O)(=O)c1ccccc1,SRSXLGNVWSONIS-UHFFFAOYSA-N,0.848907093
sodium 2-chloroacetate,,[Na+].[O-]C(=O)CCl,FDRCDNZGSXJAFP-UHFFFAOYSA-M,0.848624184
"1,4-diazabicyclo[2.2.2]octan-2-ylmethanol",,OCC1CN2CCN1CC2,MPJZCYUPWINKPK-UHFFFAOYSA-N,0.847094295
"(2Z)-but-2-ene-1,4-diol",,OC\C=C/CO,ORTVZLZNOYNASJ-UPHRSURJSA-N,0.846685164
1-methoxy-2-(2-methoxyethoxy)ethane,,COCCOCCOC,SBZXBUIDTXKZTM-UHFFFAOYSA-N,0.84545625
ammonium chloride,,[NH4+].[Cl-],NLXLAEXVIDQMFP-UHFFFAOYSA-N,0.842254104
"3-furancarboxylic acid, tetrahydro-3-methyl-2-ox",,CC1(CCOC1=O)C(O)=O,OCGGZLKMMJSXBM-UHFFFAOYSA-N,0.8412
"1,1-cyclopropanedicarboxylic acid, 2-methyl-",,CC1CC1(C(O)=O)C(O)=O,SPAYAPLBTKGPME-UHFFFAOYSA-N,0.8412
4-hydroxybutyl prop-2-enoate,,OCCCCOC(=O)C=C,NDWUBGAGUCISDV-UHFFFAOYSA-N,0.841125102
imidazolidin-2-one,,O=C1NCCN1,YAMHXTCMCPHKLN-UHFFFAOYSA-N,0.840273374
ethephon,,O[P](O)(=O)CCCl,UDPGUMQDCGORJQ-UHFFFAOYSA-N,0.8401
glufosinate-ammonium,,[NH4+].C[P](O)(=O)CCC(N)C([O-])=O,ZBMRKNMTMPPMMK-UHFFFAOYSA-N,0.8397
2-methyloxirane,,C[C@H]1CO1,GOOHAUXETOMSMM-VKHMYHEASA-N,0.838033384
(2R)-2-methyloxirane,,C[C@@H]1CO1,GOOHAUXETOMSMM-GSVOUGTGSA-N,0.838033384
bis(3-aminopropyl)(methyl)amine,,CN(CCCN)CCCN,KMBPCQSCMCEPMU-UHFFFAOYSA-N,0.837883859
2-methylpentanedioic acid,,CC(CCC(O)=O)C(O)=O,AQYCMVICBNBXNA-UHFFFAOYSA-N,0.835224953
lysine,,NCCCCC(N)C(O)=O,KDXKERNSBIXSRK-UHFFFAOYSA-N,0.8351
"(5-ethyl-1,3-dioxan-5-yl)methanol",,CCC1(CO)COCOC1,BGFBWRWYROQISE-UHFFFAOYSA-N,0.835094217
"1,2-ethanediamine, n,n'-bis(2-aminoethyl)-",,NCCNCCNCCN,VILCJCGEZXAXTO-UHFFFAOYSA-N,0.835
lithium(1+) ion acetate,,[Li+].CC([O-])=O,XIXADJRWDQXREU-UHFFFAOYSA-M,0.833767293
"1H-1,2,4-triazol-3-amine",,Nc1[nH]ncn1,KLSJWNVTNUYHDU-UHFFFAOYSA-N,0.832692995
2-methyloxirane,,CC1CO1,GOOHAUXETOMSMM-UHFFFAOYSA-N,0.832570488
dipropylene glycol methyl ether,,COC(C)COC(C)CO,CUDYYMUUJHLCGZ-UHFFFAOYSA-N,0.8292
1-ethoxy-2-(2-methoxyethoxy)ethane,,CCOCCOCCOC,CNJRPYFBORAQAU-UHFFFAOYSA-N,0.829145935
"2-ethyl-2-nitro-1,3-propanediol",,CCC(CO)(CO)[N+]([O-])=O,YADISKICBOYXFS-UHFFFAOYSA-N,0.8264
2-[bis(2-hydroxyethyl)amino]ethan-1-ol,,OCCN(CCO)CCO,GSEJCLTVZPLZKY-UHFFFAOYSA-N,0.826260286
Methamphetamine,CAS33817-09-3,CN[C@H](C)Cc1ccccc1,MYWUZJCMWCOHBA-SECBINFHSA-N,0.83
"n-methylcarbamic acid, et ester",,CCOC(=O)NC,SURZCVYFPAXNGN-UHFFFAOYSA-N,0.8255
caesium(1+) ion hydroxide,,[OH-].[Cs+],HUCVOHYBFXVBRW-UHFFFAOYSA-M,0.824163602
d-tartaric acid,,O[C@@H]([C@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-LWMBPPNESA-N,0.8236
2-[2-(2-hydroxyethoxy)ethoxy]ethan-1-ol,,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0.823405251
"1,3-propanediol, 2-(hydroxymethyl)-2-nitro-",,OCC(CO)(CO)[N+]([O-])=O,OLQJQHSAWMFDJE-UHFFFAOYSA-N,0.821
m-hydroxyphenylacetic acid,,OC(=O)Cc1cccc(O)c1,FVMDYYGIDFPZAX-UHFFFAOYSA-N,0.8177
1-[(2-hydroxypropyl)amino]propan-2-ol,,CC(O)CNCC(C)O,LVTYICIALWPMFW-UHFFFAOYSA-N,0.815044373
2-hydroxyethan-1-aminium 2-sulfanylacetate,,NCCO.OC(=O)CS,XTJCJAPNPGGFED-UHFFFAOYSA-N,0.81473273
2-(dimethylamino)-2-methylpropan-1-ol,,[H+].[Cl-].CN(C)C(C)(C)CO,QVNXEWQCNPSJLG-UHFFFAOYSA-N,0.813458956
"diethylamine, hydrobromide",,[Br-].CC[NH2+]CC,AATGHKSFEUVOPF-UHFFFAOYSA-N,0.8123
dimefox,,CN(C)[P](F)(=O)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,0.8121
n-(hydroxymethyl)acrylamide,,OCNC(=O)C=C,CNCOEDDPFOAUMB-UHFFFAOYSA-N,0.8101
potassium (dimethylamino)acetate,,[K+].CN(C)CC([O-])=O,WHXRLGMKAWGISQ-UHFFFAOYSA-M,0.809172864
arecoline,,COC(=O)C1=CCCN(C)C1,HJJPJSXJAXAIPN-UHFFFAOYSA-N,0.8091
sodium azide,,[Na+].[N-]=[N+]=[N-],PXIPVTKHYLBLMZ-UHFFFAOYSA-N,0.804013495
1-methyl-4-methoxycarbonyl,,COC(=O)C1CN(C)C(=O)C1,JFZRRXGXEHUJCI-UHFFFAOYSA-N,0.804
methyl 3-methoxypropanoate,,COCCC(=O)OC,BDJSOPWXYLFTNW-UHFFFAOYSA-N,0.802693707
"1-(hydroxymethyl)-5,5-dimethylhydantoin",,CC1(C)N(CO)C(=O)NC1=O,SIQZJFKTROUNPI-UHFFFAOYSA-N,0.8009
chlormequat chloride,,[Cl-].C[N+](C)(C)CCCl,UHZZMRAGKVHANO-UHFFFAOYSA-M,0.799
anatabine,,C1N[C@@H](CC=C1)c2cccnc2,SOPPBXUYQGUQHE-JTQLQIEISA-N,0.7953
di-sec-butanolamine,,CCC(O)CNCC(O)CC,KQIXMZWXFFHRAQ-UHFFFAOYSA-N,0.7925
Methenamine,,C1N2CN3CN1CN(C2)C3,VKYKSIONXSXAKP-UHFFFAOYSA-N,0.792402682
N-(methoxymethyl)-2-methylprop-2-enamide,,COCNC(=O)C(C)=C,YOZHLACIXDCHPV-UHFFFAOYSA-N,0.791965313
"2-amino-2-(hydroxymethyl)propane-1,3-diol",,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,0.790628369
nicotine,,n(cccc1C(N(CC2)C)C2)c1,SNICXCGAKADSCV-UHFFFAOYSA-N,0.79
Sucrose,,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,CZMRCDWAGMRECN-UHFFFAOYSA-N,0.79
diethylene glycol mono-n-butyl ether,,CCCCOCCOCCO,OAYXUHPQHDHDDZ-UHFFFAOYSA-N,0.7899
bis (2-ethoxy ethyl)  ether,,CCOCCOCCOCC,RRQYJINTUHWNHW-UHFFFAOYSA-N,0.7899
"4,4'-oxydi-2-butanol",,CC(O)CCOCCC(C)O,AFSYRVDDZGJTIL-UHFFFAOYSA-N,0.7899
nicotine,,CN1CCC[C@H]1c2cccnc2,SNICXCGAKADSCV-JTQLQIEISA-N,0.7898
anabasine,,C1CC[C@H](NC1)c2cccnc2,MTXSIJUGVMTTMU-JTQLQIEISA-N,0.7898
sucrose,,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,CZMRCDWAGMRECN-UGDNZRGBSA-N,0.7878
beta-alanine,,NCCC(O)=O,UCMIRNVEIXFBKS-UHFFFAOYSA-N,0.786548045
4-(3-Chloropropyl)morpholine,,ClCCCN1CCOCC1,PIAZYBLGBSMNLX-UHFFFAOYSA-N,0.786089298
Levetiracetam,CAS102767-28-2,CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N,0.79
L-prolinamide,,NC(=O)[C@@H]1CCC[NH2+]1,VLJNHYLEOZPXFW-BYPYZUCNSA-O,0.785359758
methoxy triethylene glycol,,COCCOCCOCCO,JLGLQAWTXXGVEM-UHFFFAOYSA-N,0.7846
chromium(3+) ion hydroxide sulfate,,[OH-].[Cr+3].[O-][S]([O-])(=O)=O,DSHWASKZZBZKOE-UHFFFAOYSA-K,0.782342373
bis(2-hydroxyethyl)azanium acetate,,CC(O)=O.OCCNCCO,IDOGARCPIAAWMC-UHFFFAOYSA-N,0.782018876
potassium 2-sulfanylacetate,,[K+].[O-]C(=O)CS,HYTYHTSMCRDHIM-UHFFFAOYSA-M,0.780671021
tetraethylazanium chloride,,[Cl-].CC[N+](CC)(CC)CC,YMBCJWGVCUEGHA-UHFFFAOYSA-M,0.780656524
citraconic acid,,C\C(=C\C(O)=O)C(O)=O,HNEGQIOMVPPMNR-IHWYPQMZSA-N,0.7795
"3-(2,3-dihydroxypropoxy)propane-1,2-diol",,OCC(O)COCC(O)CO,GPLRAVKSCUXZTP-UHFFFAOYSA-N,0.77943954
sodium 2-ethylhexanoate,,[Na+].CCCCC(CC)C([O-])=O,VYPDUQYOLCLEGS-UHFFFAOYSA-M,0.779379433
"1,3-dihydroxypropan-2-yl 2-sulfanylacetate 2,3-dihydroxypropyl 2-sulfanylacetate",,OCC(O)COC(=O)CS,DOGJSOZYUGJVKS-UHFFFAOYSA-N,0.779374207
xylenesulphonic acid,,Cc1cccc(c1C)[S](O)(=O)=O,ZZXDRXVIRVJQBT-UHFFFAOYSA-N,0.777998866
"but-2-yne-1,4-diol; 2-(chloromethyl)oxirane",,OCC#CCO.ClCC1CO1,NHNWEVUXQTXHJI-UHFFFAOYSA-N,0.777871543
"2H-1,3-dioxol-2-one",,O=C1OC=CO1,VAYTZRYEBVHVLE-UHFFFAOYSA-N,0.777076543
2-[(9Z)-N-methyloctadec-9-enamido]acetic acid; 2-[bis(2-hydroxyethyl)amino]ethan-1-ol,,CCCCCCCC\C=C/CCCCCCCC(=O)N(C)CC(O)=O.OCCN(CCO)CCO,FUUGOUJDTGRGMR-GMFCBQQYSA-N,0.775780405
caesium(1+) ion chloride,,[Cl-].[Cs+],AIYUHDOJVYHVIT-UHFFFAOYSA-M,0.773766242
"2-methyl-2-nitropropane-1,3-diol",,CC(CO)(CO)[N+]([O-])=O,LOTYADDQWWVBDJ-UHFFFAOYSA-N,0.7724
fosamine ammonium salt,,[NH4+].CCO[P]([O-])(=O)C(N)=O,OTSAMNSACVKIOJ-UHFFFAOYSA-N,0.7693
ethyl 4-oxopiperidine-1-carboxylate,,CCOC(=O)N1CCC(=O)CC1,LUBGFMZTGFXIIN-UHFFFAOYSA-N,0.766506387
glycerophosphoric acid,,OCC(O)CO[P](O)(O)=O,AWUCVROLDVIAJX-UHFFFAOYSA-N,0.7643
pyridine,,c1ccccn1,JUJWROOIHBZHMG-UHFFFAOYSA-N,0.76
methyl malonic acid,,CC(C(O)=O)C(O)=O,ZIYVHBGGAOATLY-UHFFFAOYSA-N,0.7597
4-hydroxybenzenesulfonic acid,,Oc1ccc(cc1)[S](O)(=O)=O,FEPBITJSIHRMRT-UHFFFAOYSA-N,0.759009194
"2,6-dimethyl-1,3-dioxan-4-ol acetate",,CC1CC(OC(C)O1)OC(C)=O,PHMNXPYGVPEQSJ-UHFFFAOYSA-N,0.759
2-[4-(2-hydroxyethoxy)but-2-ynoxy]ethanol,,OCCOCC#CCOCCO,IXAWTPMDMPUGLV-UHFFFAOYSA-N,0.758961822
"glycine, n-(aminocarbonyl)-n-nitroso-, ethyl est",,CCOC(=O)CN(N=O)C(N)=O,RFAPTJJTVLWLJY-UHFFFAOYSA-N,0.7566
potassium bromide,,[K+].[Br-],IOLCXVTUBQKXJR-UHFFFAOYSA-M,0.755675434
3-sulfanylpropanoic acid,,OC(=O)CCS,DKIDEFUBRARXTE-UHFFFAOYSA-N,0.754917543
methanedisulfonic acid,,O[S](=O)(=O)C[S](O)(=O)=O,OPUAWDUYWRUIIL-UHFFFAOYSA-N,0.754
2-(2-ethoxyethoxy)ethyl acetate,,CCOCCOCCOC(C)=O,FPZWZCWUIYYYBU-UHFFFAOYSA-N,0.75396452
trimethyl(oxiran-2-ylmethyl)azanium chloride,,[Cl-].C[N+](C)(C)CC1CO1,PUVAFTRIIUSGLK-UHFFFAOYSA-M,0.749634411
"2,5,8,11-tetraoxadodecane",,COCCOCCOCCOC,YFNKIDBQEZZDLK-UHFFFAOYSA-N,0.749024066
nikethamide,,CCN(CC)C(=O)c1cccnc1,NCYVXEGFNDZQCU-UHFFFAOYSA-N,0.749
ethoxytriethylene glycol,,CCOCCOCCOCCO,WFSMVVDJSNMRAR-UHFFFAOYSA-N,0.749
sodium (methylcarbamothioyl)sulfanide,,[Na+].CNC([S-])=S,AFCCDDWKHLHPDF-UHFFFAOYSA-M,0.747325108
hexamethylphosphoramide,,CN(C)[P](=O)(N(C)C)N(C)C,GNOIPBMMFNIUFM-UHFFFAOYSA-N,0.7467
Alpha-Methylglucoside,,COC1OC(CO)C(O)C(O)C1O,HOVAGTYPODGVJG-UHFFFAOYSA-N,0.745212549
d-glucose;  dextrose,,OCC1OC(O)C(O)C(O)C1O,WQZGKKKJIJFFOK-UHFFFAOYSA-N,0.74
"hexane-1,6-diamine",,NCCCCCCN,NAQMVNRVTILPCV-UHFFFAOYSA-N,0.738903406
carbonic acid - 2-aminoethanol (1:2),,NCCO.NCCO.OC(O)=O,KCNRUFVEYNBDQY-UHFFFAOYSA-N,0.734729236
sodium chloride,,[Na+].[Cl-],FAPWRFPIFSIZLT-UHFFFAOYSA-M,0.734326761
Copper; methanesulfonic acid,,[Cu].C[S](O)(=O)=O,SDFNZYMSEOUVIF-UHFFFAOYSA-N,0.732330182
dipotassium adipate,,[K+].OC(=O)CCCCC(O)=O,WXRGTYANXHSUOX-UHFFFAOYSA-N,0.732265228
sodium trichloroacetate,,[Na+].[O-]C(=O)C(Cl)(Cl)Cl,SAQSTQBVENFSKT-UHFFFAOYSA-M,0.731962893
sodium hydroxymethanesulfinate,,[Na+].OC[S]([O-])=O,XWGJFPHUCFXLBL-UHFFFAOYSA-M,0.731520726
ethylmalonic acid,,CCC(C(O)=O)C(O)=O,UKFXDFUAPNAMPJ-UHFFFAOYSA-N,0.7315
o-ethyl carbamate (urethane),,CCOC(N)=O,JOYRKODLDBILNP-UHFFFAOYSA-N,0.7314
endothion,,COC1=COC(=CC1=O)CS[P](=O)(OC)OC,YCAGGFXSFQFVQL-UHFFFAOYSA-N,0.7286
morpholin-4-ium sulfamate,,N[S](O)(=O)=O.C1COCCN1,PHUIJNUKWTUKLJ-UHFFFAOYSA-N,0.727886015
sodium 2-sulfanylacetate,,[Na+].[O-]C(=O)CS,GNBVPFITFYNRCN-UHFFFAOYSA-M,0.727399149
sodium 4-(ethoxycarbonyl)phenolate,,[Na+].CCOC(=O)c1ccc([O-])cc1,QYNMSPKSYXPZHG-UHFFFAOYSA-M,0.725477312
"1,2-ethanediamine, n-(2-aminoethyl)-n'- 2-",,NCCNCCNCCNCCN,FAGUFWYHJQFNRV-UHFFFAOYSA-N,0.723
zinc(2+) ion dinitrate,,[Zn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,ONDPHDOFVYQSGI-UHFFFAOYSA-N,0.721755153
(3-{[(ethylimino)methylidene]amino}propyl)dimethylamine hydrochloride,,[Cl-].CCN(CCC[NH+](C)C)C#N,FDXPUDRRFDHONO-UHFFFAOYSA-N,0.717364294
sodium propanoate,,[Na+].CCC([O-])=O,JXKPEJDQGNYQSM-UHFFFAOYSA-M,0.716422901
disodium selenite,,[Na+].[Na+].[O-][Se]([O-])=O,BVTBRVFYZUCAKH-UHFFFAOYSA-L,0.715388416
sodium prop-2-enoate,,[Na+].[O-]C(=O)C=C,NNMHYFLPFNGQFZ-UHFFFAOYSA-M,0.715084111
"ethanamine, n-ethyl-n-methyl-",,CC[NH+](C)CC,GNVRJGIVDSQCOP-UHFFFAOYSA-O,0.713
