Name,ID,SMILES,InChI,Fa
LOPINAVIR,CHEMBL729,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc3c(C)cccc3C)Cc4ccccc4,KJHKTHWMRKYKJE-SUGCFTRWSA-N,0.807
DESVENLAFAXINE,CHEMBL1118,CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2,KYYIDSXMWOZKMP-UHFFFAOYSA-N,0.805
,CHEMBL3359599,COc1ccc2C=C(C(=O)Oc2c1)C3=Nc4sc(cc4C(=O)N3)C(=O)Nc5ccccc5OC,WAKMGCSIXOMYSD-UHFFFAOYSA-N,0.8038
METHYLPHENIDATE,CHEMBL796,COC(=O)C(C1CCCCN1)c2ccccc2,DUGOZIWVEXMGBE-UHFFFAOYSA-N,0.8
FLUNITRAZEPAM,CHEMBL13280,CN1C(=O)CN=C(c2ccccc2F)c3cc(ccc13)[N+](=O)[O-],PPTYJKAXVCCBDU-UHFFFAOYSA-N,0.8
GUANADREL,CHEMBL1037,NC(=N)NCC1COC2(CCCCC2)O1,HPBNRIOWIXYZFK-UHFFFAOYSA-N,0.8
NABUMETONE,CHEMBL1070,COc1ccc2cc(CCC(=O)C)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,0.8
ATAZANAVIR,CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc2ccc(cc2)c3ccccn3)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,0.8
TRIMETHOBENZAMIDE,CHEMBL1201256,COc1cc(cc(OC)c1OC)C(=O)NCc2ccc(OCCN(C)C)cc2,FEZBIKUBAYAZIU-UHFFFAOYSA-N,0.8
CINACALCET,CHEMBL1201284,C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c2cccc3ccccc23,VDHAWDNDOKGFTD-MRXNPFEDSA-N,0.8
DANTROLENE,CHEMBL1201288,[O-][N+](=O)c1ccc(cc1)c2oc(\C=N\N3CC(=O)NC3=O)cc2,OZOMQRBLCMDCEG-VIZOYTHASA-N,0.8
NARATRIPTAN,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,AMKVXSZCKVJAGH-UHFFFAOYSA-N,0.8
MODAFINIL,CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c2ccccc2,YFGHCGITMMYXAQ-UHFFFAOYSA-N,0.8
HYDROCODONE,CHEMBL1457,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,LLPOLZWFYMWNKH-CMKMFDCUSA-N,0.8
FLUNISOLIDE,CHEMBL1512,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,XSFJVAJPIHIPKU-XWCQMRHXSA-N,0.8
RIBOFLAVIN,CHEMBL1534,Cc1cc2N=C3C(=O)NC(=O)N=C3N(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,AUNGANRZJHBGPY-SCRDCRAPSA-N,0.8
ACETOHEXAMIDE,CHEMBL1589,CC(=O)c1ccc(cc1)S(=O)(=O)NC(=O)NC2CCCCC2,VGZSUPCWNCWDAN-UHFFFAOYSA-N,0.8
QUININE,CHEMBL170,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,LOUPRKONTZGTKE-WZBLMQSHSA-N,0.8
LOSARTAN,CHEMBL191,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,0.8
(S)-M-METHOXYAMPHETAMINE,CHEMBL1927026,COc1cccc(C[C@H](C)N)c1,VEJWNIYARKAHFI-QMMMGPOBSA-N,0.8
APRICITABINE,CHEMBL210651,NC1=NC(=O)N(C=C1)[C@H]2CO[C@@H](CO)S2,RYMCFYKJDVMSIR-RNFRBKRXSA-N,0.8
FLOXACILLIN,CHEMBL222645,Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl,UIOFUWFRIANQPC-JKIFEVAISA-N,0.8
ENOXIMONE,CHEMBL249856,CSc1ccc(cc1)C(=O)C2=C(C)NC(=O)N2,ZJKNESGOIKRXQY-UHFFFAOYSA-N,0.8
PIZOTYLINE,CHEMBL294951,CN1CCC(=C2c3ccccc3CCc4sccc24)CC1,FIADGNVRKBPQEU-UHFFFAOYSA-N,0.8
FLUNARIZINE,CHEMBL30008,Fc1ccc(cc1)C(N2CCN(C\C=C\c3ccccc3)CC2)c4ccc(F)cc4,SMANXXCATUTDDT-QPJJXVBHSA-N,0.8
,CHEMBL3799986,CCCN[C@@H]1CCC2N=C(N)SC2C1,FBDPRQPQWAADRA-AFPNSQJFSA-N,0.8
CLENBUTEROL,CHEMBL49080,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,STJMRWALKKWQGH-UHFFFAOYSA-N,0.8
CYPROHEPTADINE,CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc4ccccc24)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N,0.8
XIPAMIDE,CHEMBL517199,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(=O)(=O)N,MTZBBNMLMNBNJL-UHFFFAOYSA-N,0.8
HALOPERIDOL,CHEMBL54,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,0.8
ISONIAZID,CHEMBL64,NNC(=O)c1ccncc1,QRXWMOHMRWLFEY-UHFFFAOYSA-N,0.8
ACEBUTOLOL,CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,GOEMGAFJFRBGGG-UHFFFAOYSA-N,0.8
TRIMIPRAMINE,CHEMBL644,CC(CN(C)C)CN1c2ccccc2CCc3ccccc13,ZSCDBOWYZJWBIY-UHFFFAOYSA-N,0.8
MIRTAZAPINE,CHEMBL654,CN1CCN2C(C1)c3ccccc3Cc4cccnc24,RONZAEMNMFQXRA-UHFFFAOYSA-N,0.8
OSELTAMIVIR CARBOXYLIC ACID,CHEMBL674,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(=O)C)C(=O)O,NENPYTRHICXVCS-YNEHKIRRSA-N,0.8
ETOFYLLINE,CHEMBL699,CN1C(=O)N(C)c2ncn(CCO)c2C1=O,NWPRCRWQMGIBOT-UHFFFAOYSA-N,0.8
MESALAMINE,CHEMBL704,Nc1ccc(O)c(c1)C(=O)O,KBOPZPXVLCULAV-UHFFFAOYSA-N,0.8
FINASTERIDE,CHEMBL710,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,DBEPLOCGEIEOCV-WSBQPABSSA-N,0.8
PERHEXILINE,CHEMBL75880,C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3,CYXKNKQEMFBLER-UHFFFAOYSA-N,0.8
MONTELUKAST,CHEMBL787,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,UCHDWCPVSPXUMX-TZIWLTJVSA-N,0.8
TERBINAFINE,CHEMBL822,CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,0.8
METHYLPROMAZINE,CHEMBL829,CC(CN(C)C)CN1c2ccccc2Sc3ccccc13,ZZHLYYDVIOPZBE-UHFFFAOYSA-N,0.8
TICLOPIDINE,CHEMBL833,Clc1ccccc1CN2CCc3sccc3C2,PHWBOXQYWZNQIN-UHFFFAOYSA-N,0.8
OXAMNIQUINE,CHEMBL847,CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-],XCGYUJZMCCFSRP-UHFFFAOYSA-N,0.8
HYDROXYZINE,CHEMBL896,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,0.8
METYRAPONE,CHEMBL934,CC(C)(C(=O)c1cccnc1)c2cccnc2,FJLBFSROUSIWMA-UHFFFAOYSA-N,0.8
LEFLUNOMIDE,CHEMBL960,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,0.8
RETINOL,CHEMBL986,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,0.8
DARIFENACIN HYDROBROMIDE,CHEMBL1200935,Br.NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c4ccccc4)c5ccccc5,UQAVIASOPREUIT-VQIWEWKSSA-N,0.79
ZATEBRADINE,CHEMBL69679,COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,KEDQCFRVSHYKLR-UHFFFAOYSA-N,0.79
NITRAZEPAM,CHEMBL13209,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,KJONHKAYOJNZEC-UHFFFAOYSA-N,0.78
MEFLOQUINE,CHEMBL416956,OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F,XEEQGYMUWCZPDN-UHFFFAOYSA-N,0.78
ETHAMBUTOL,CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N,0.78
,CHEMBL3318314,Cc1ccc(cc1C)N2C[C@@H](CC2=O)C(=O)NCC3=NNC(=O)c4ccccc34,DXZGSUTYKOYNIT-OAHLLOKOSA-N,0.7792
CLOZAPINE,CHEMBL42,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,QZUDBNBUXVUHMW-UHFFFAOYSA-N,0.775
SIBUTRAMINE,CHEMBL1419,CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,UNAANXDKBXWMLN-UHFFFAOYSA-N,0.77
TOLTERODINE,CHEMBL1382,CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C,OOGJQPCLVADCPB-HXUWFJFHSA-N,0.77
ETHYLMORPHINE,CHEMBL1712170,CCOc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,OGDVEMNWJVYAJL-LEPYJNQMSA-N,0.77
DIGOXIN,CHEMBL1751,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4)O[C@@H]3C)O[C@@H]2C,LTMHDMANZUZIPE-PUGKRICDSA-N,0.766666667
CIMETIDINE,CHEMBL30,CN\C(=N/CCSCc1nc[nH]c1C)\NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,0.764
CEFATRIZINE,CHEMBL1095284,N[C@@H](C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3c[nH]nn3)c4ccc(O)cc4,UOCJDOLVGGIYIQ-PBFPGSCMSA-N,0.76
LOPERAMIDE HYDROCHLORIDE,CHEMBL1707,Cl.CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,PGYPOBZJRVSMDS-UHFFFAOYSA-N,0.76
MARAVIROC,CHEMBL1201187,CC(C)c1nnc(C)n1[C@@H]2C[C@H]3CC[C@@H](C2)N3CC[C@H](NC(=O)C4CCC(F)(F)CC4)c5ccccc5,GSNHKUDZZFZSJB-QYOOZWMWSA-N,0.75
OSELTAMIVIR,CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(=O)C)[C@@H](N)C1,VSZGPKBBMSAYNT-RRFJBIMHSA-N,0.75
ALMOTRIPTAN,CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-N,0.75
ESTRAMUSTINE,CHEMBL1575,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)[C@@H]1CC[C@@H]2O,FRPJXPJMRWBBIH-RBRWEJTLSA-N,0.75
FOLIC ACID,CHEMBL1622,NC1=NC(=O)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cnc2N1,OVBPIULPVIDEAO-LBPRGKRZSA-N,0.75
RILPIVIRINE,CHEMBL175691,Cc1cc(\C=C\C#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2,YIBOMRUWOWDFLG-ONEGZZNKSA-N,0.75
OXIRACETAM,CHEMBL36633,NC(=O)CN1CC(O)CC1=O,IHLAQQPQKRMGSS-UHFFFAOYSA-N,0.75
SAXAGLIPTIN,CHEMBL385517,N[C@H](C(=O)N1[C@@H](C[C@@H]2C[C@H]12)C#N)C34CC5CC(CC(O)(C5)C3)C4,QGJUIPDUBHWZPV-SGTAVMJGSA-N,0.75
GUANABENZ,CHEMBL420,NC(=N)N\N=C\c1c(Cl)cccc1Cl,WDZVGELJXXEGPV-YIXHJXPBSA-N,0.75
PRIMIDONE,CHEMBL856,CCC1(C(=O)NCNC1=O)c2ccccc2,DQMZLTXERSFNPB-UHFFFAOYSA-N,0.75
CLOXACILLIN,CHEMBL891,Cc1onc(c2ccccc2Cl)c1C(=O)N[C@H]3[C@H]4SC(C)(C)[C@@H](N4C3=O)C(=O)O,LQOLIRLGBULYKD-JKIFEVAISA-N,0.75
MESNA,CHEMBL975,[Na+].[O-]S(=O)(=O)CCS,XOGTZOOQQBDUSI-UHFFFAOYSA-M,0.75
CILOSTAZOL,CHEMBL799,O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,0.74
QUETIAPINE,CHEMBL716,OCCOCCN1CCN(CC1)C2=Nc3ccccc3Sc4ccccc24,URKOMYMAXPYINW-UHFFFAOYSA-N,0.73
SPIRONOLACTONE,CHEMBL1393,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13,LXMSZDCAJNLERA-ZHYRCANASA-N,0.73
BENZBROMARONE,CHEMBL388590,CCc1oc2ccccc2c1C(=O)c3cc(Br)c(O)c(Br)c3,WHQCHUCQKNIQEC-UHFFFAOYSA-N,0.73
DESOGESTREL,CHEMBL1533,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,RPLCPCMSCLEKRS-BPIQYHPVSA-N,0.72
CEFTIZOXIME,CHEMBL528,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)O)\c3csc(N)n3,NNULBSISHYWZJU-LLKWHZGFSA-N,0.72
CYCLOSERINE,CHEMBL771,N[C@@H]1CONC1=O,DYDCUQKUCUHJBH-UWTATZPHSA-N,0.72
RECAINAM,CHEMBL551786,CC(C)NCCCNC(=O)Nc1c(C)cccc1C,WHJSFPCTWYLZRC-UHFFFAOYSA-N,0.71
BENSERAZIDE,CHEMBL1096979,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,BNQDCRGUHNALGH-UHFFFAOYSA-N,0.7
AMPRENAVIR,CHEMBL116,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)S(=O)(=O)c3ccc(N)cc3,YMARZQAQMVYCKC-OEMFJLHTSA-N,0.7
ISOCARBOXAZID,CHEMBL1201168,Cc1onc(c1)C(=O)NNCc2ccccc2,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,0.7
LODOXAMIDE TROMETHAMINE,CHEMBL1201175,NC(CO)(CO)CO.OC(=O)C(=O)Nc1cc(cc(NC(=O)C(=O)O)c1Cl)C#N,KUGJPYZIWCRREB-UHFFFAOYSA-N,0.7
PIMOZIDE,CHEMBL1423,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,YVUQSNJEYSNKRX-UHFFFAOYSA-N,0.7
MOXISYLYTE,CHEMBL159226,CC(C)c1cc(OC(=O)C)c(C)cc1OCCN(C)C,VRYMTAVOXVTQEF-UHFFFAOYSA-N,0.7
CEFTIBUTEN,CHEMBL1605,Nc1nc(cs1)\C(=C\CC(=O)O)\C(=O)N[C@H]2[C@H]3SCC=C(N3C2=O)C(=O)O,UNJFKXSSGBWRBZ-BJCIPQKHSA-N,0.7
OLOPATADINE HYDROCHLORIDE,CHEMBL1719,Cl.CN(C)CC\C=C/1\c2ccccc2COc3ccc(CC(=O)O)cc13,HVRLZEKDTUEKQH-NOILCQHBSA-N,0.7
BROMHEXINE,CHEMBL253376,CN(Cc1cc(Br)cc(Br)c1N)C2CCCCC2,OJGDCBLYJGHCIH-UHFFFAOYSA-N,0.7
IMIDAPRIL,CHEMBL317094,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@H](CN(C)C2=O)C(=O)O,KLZWOWYOHUKJIG-BPUTZDHNSA-N,0.7
FLUOXETINE,CHEMBL41,CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,0.7
ETODOLAC,CHEMBL622,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,NNYBQONXHNTVIJ-UHFFFAOYSA-N,0.7
MIANSERIN,CHEMBL6437,CN1CCN2C(C1)c3ccccc3Cc4ccccc24,UEQUQVLFIPOEMF-UHFFFAOYSA-N,0.7
SULFAPYRIDINE,CHEMBL700,Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,GECHUMIMRBOMGK-UHFFFAOYSA-N,0.7
ANAGRELIDE,CHEMBL760,Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,0.7
CIPROFLOXACIN,CHEMBL8,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,0.7
LORCAINIDE,CHEMBL87543,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,XHOJAWVAWFHGHL-UHFFFAOYSA-N,0.7
FAMCICLOVIR,CHEMBL880,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(=O)C,GGXKWVWZWMLJEH-UHFFFAOYSA-N,0.7
BOSENTAN,CHEMBL957,COc1ccccc1Oc2c(NS(=O)(=O)c3ccc(cc3)C(C)(C)C)nc(nc2OCCO)c4ncccn4,GJPICJJJRGTNOD-UHFFFAOYSA-N,0.698
TERBUTALINE,CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,XWTYSIMOBUGWOL-UHFFFAOYSA-N,0.695
VISMODEGIB,CHEMBL473417,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(c2)c3ccccn3)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,0.693
MIBEFRADIL,CHEMBL45816,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(F)ccc4[C@@H]1C(C)C,HBNPJJILLOYFJU-VMPREFPWSA-N,0.69
RITONAVIR,CHEMBL163,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,NCDNCNXCDXHOMX-XGKFQTDJSA-N,0.68
HYDROCHLOROTHIAZIDE,CHEMBL435,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,JZUFKLXOESDKRF-UHFFFAOYSA-N,0.68
IMATINIB,CHEMBL941,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,0.67
CETIRIZINE,CHEMBL1000,OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,ZKLPARSLTMPFCP-UHFFFAOYSA-N,0.66
RIVAROXABAN,CHEMBL198362,Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,0.66
TOLRESTAT,CHEMBL436,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(=O)O,LUBHDINQXIHVLS-UHFFFAOYSA-N,0.66
DIPYRIDAMOLE,CHEMBL932,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,IZEKFCXSFNUWAM-UHFFFAOYSA-N,0.66
FORMOTEROL,CHEMBL1256786,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,BPZSYCZIITTYBL-UHFFFAOYSA-N,0.65
TALINOLOL,CHEMBL152067,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,MXFWWQICDIZSOA-UHFFFAOYSA-N,0.65
AMPICILLIN,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,AVKUERGKIZMTKX-NJBDSQKTSA-N,0.65
VITAMIN E,CHEMBL47,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1,GVJHHUAWPYXKBD-IEOSBIPESA-N,0.65
CARVEDILOL,CHEMBL723,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,OGHNVEJMJSYVRP-UHFFFAOYSA-N,0.65
SEMATILIDE,CHEMBL95804,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1,KHYPYQZQJSBPIX-UHFFFAOYSA-N,0.65
METOLAZONE,CHEMBL878,CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,AQCHWTWZEMGIFD-UHFFFAOYSA-N,0.64
INDINAVIR,CHEMBL115,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)N[C@@H]4[C@H](O)Cc5ccccc45,CBVCZFGXHXORBI-PXQQMZJSSA-N,0.63
ENALAPRIL,CHEMBL578,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,0.63
HYDROFLUMETHIAZIDE,CHEMBL1763,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,DMDGGSIALPNSEE-UHFFFAOYSA-N,0.62
SULFASALAZINE,CHEMBL421,OC(=O)c1cc(ccc1O)N=Nc2ccc(cc2)S(=O)(=O)Nc3ccccn3,NCEXYHBECQHGNR-UHFFFAOYSA-N,0.62
RISEDRONIC ACID,CHEMBL923,OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O,IIDJRNMFWXDHID-UHFFFAOYSA-N,0.62
QUINAPRILAT,CHEMBL1733,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,FLSLEGPOVLMJMN-YSSFQJQWSA-N,0.61
ZIPRASIDONE,CHEMBL708,Clc1cc2NC(=O)Cc2cc1CCN3CCN(CC3)c4nsc5ccccc45,MVWVFYHBGMAFLY-UHFFFAOYSA-N,0.6
PIRBUTEROL,CHEMBL1094966,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,VQDBNKDJNJQRDG-UHFFFAOYSA-N,0.6
REPROTEROL,CHEMBL1095607,CN1C(=O)N(C)c2ncn(CCCNCC(O)c3cc(O)cc(O)c3)c2C1=O,WVLAAKXASPCBGT-UHFFFAOYSA-N,0.6
RAMIPRIL,CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,HDACQVRGBOVJII-JBDAPHQKSA-N,0.6
QUINAPRIL,CHEMBL1592,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,JSDRRTOADPPCHY-HSQYWUDLSA-N,0.6
LEVOTHYROXINE,CHEMBL1624,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,0.6
TEMOCAPRIL,CHEMBL2110627,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]2CS[C@@H](CN(CC(=O)O)C2=O)c3cccs3,FIQOFIRCTOWDOW-BJLQDIEVSA-N,0.6
FENOTEROL,CHEMBL32800,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,LSLYOANBFKQKPT-UHFFFAOYSA-N,0.6
GEMIFLOXACIN,CHEMBL430,CO\N=C\1/CN(CC1CN)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)C4CC4,ZRCVYEYHRGVLOC-HYARGMPZSA-N,0.6
SPIRAPRIL,CHEMBL431,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CC3(C[C@H]2C(=O)O)SCCS3,HRWCVUIFMSZDJS-SZMVWBNQSA-N,0.6
THIORIDAZINE,CHEMBL479,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,KLBQZWRITKRQQV-UHFFFAOYSA-N,0.6
AZITHROMYCIN,CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,0.6
ERLOTINIB,CHEMBL553,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,AAKJLRGGTJKAMG-UHFFFAOYSA-N,0.6
PENICILLIN V,CHEMBL615,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,BPLBGHOLXOTWMN-MBNYWOFBSA-N,0.6
OXYCODONE,CHEMBL656,COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,BRUQQQPBMZOVGD-XFKAJCMBSA-N,0.6
RALOXIFENE,CHEMBL81,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,GZUITABIAKMVPG-UHFFFAOYSA-N,0.6
CHLOROTHIAZIDE,CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,JBMKAUGHUNFTOL-UHFFFAOYSA-N,0.6
GABAPENTIN,CHEMBL940,NCC1(CC(=O)O)CCCCC1,UGJMXCAKCUNAIE-UHFFFAOYSA-N,0.6
