Name,ID,InChI,SMILES,LogD
,CHEMBL1199987,JBBOMVFXXYZQQP-UHFFFAOYSA-N,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCOCC5,4
,CHEMBL47361,YHKUMVXEUWUPKX-UHFFFAOYSA-N,Oc1ccc2nc(sc2c1)c3ccccc3,3.99
,CHEMBL249789,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,3.99
,CHEMBL17157,AEKZALMFASFTNO-WJOKGBTCSA-N,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,3.99
,CHEMBL1939737,QWWAROCDPKNURB-UHFFFAOYSA-N,CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,3.99
,CHEMBL1783281,MMBYQUSJDXIEGB-UHFFFAOYSA-N,CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3OC,3.99
,CHEMBL250687,HCUAWJNHCZEMJS-UHFFFAOYSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](CO)[C@@H](O)[C@H]5O)c4n1,3.99
,CHEMBL480370,LFKKTLUGAAHREA-UHFFFAOYSA-N,CCNC1=Nc2ccccc2C(=NC1c3cccs3)c4ccccc4,3.98
,CHEMBL187709,SIZWDJIHABLBSP-UHFFFAOYSA-N,CCN(CC)CCOc1ccc(cc1)C(O)(Cc2ccc(Cl)cc2)c3ccc(C)cc3,3.98
,CHEMBL16687,HQXYMUSPACPKSH-JHSBFPNCSA-N,Nc1nc2ccc(Cl)cc2c3nc(nn13)c4occc4,3.98
,CHEMBL1209657,ZXNRTKGTQJPIJK-UHFFFAOYSA-N,Fc1ccc(cc1Cl)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,3.98
,CHEMBL398295,LBEYMGDIPDOUKK-UHFFFAOYSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,3.97
,CHEMBL87277,XEKZQVZQOZRWEJ-UHFFFAOYSA-N,Cn1nc(cc1NC(=O)Nc2ccc(Cl)cc2)C(C)(C)C,3.97
,CHEMBL469007,VBVRORJVJBTVBX-HNNXBMFYSA-N,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6oc(cc6Cl)S(=O)(=O)C)c3C1=O,3.97
,CHEMBL587723,CGBJSGAELGCMKE-UHFFFAOYSA-N,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,3.97
,CHEMBL932,JLBXEVHWZFQSBL-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,3.97
,CHEMBL337962,MGAPVOBBWDUNPY-UHFFFAOYSA-N,CNC(=O)c1cccc(NC(=O)Nc2cccc(c2)C#N)c1CN3CCC(Cc4ccc(F)cc4)CC3,3.97
,CHEMBL84597,CGIGDMFJXJATDK-UHFFFAOYSA-N,CC(C)N1C(=O)N(C)C(=O)c2cn(Cc3cccc4ccccc34)cc12,3.97
,CHEMBL1868126,IQLBYXYIRNJHIM-UHFFFAOYSA-N,COc1cccc2sc(NC(=O)c3ccccc3)nc12,3.96
,CHEMBL1731705,LOUPRKONTZGTKE-LHHVKLHASA-N,O=S(=O)(Nc1ccccc1c2ccccc2)c3ccccc3,3.96
,CHEMBL424451,WCBQIGVMQVCDAV-UHFFFAOYSA-N,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,3.96
,CHEMBL2087856,OUXPKPPPOPWHCW-UHFFFAOYSA-N,Cn1cc(cc1c2c3C(=O)N(CC#C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.96
,CHEMBL193240,INFAZCALLSRXIC-UHFFFAOYSA-N,FC(F)Oc1ccc(cc1OCC2CC2)C(=O)Nc3c(Cl)cncc3Cl,3.95
,CHEMBL2323239,FFBXVMUCTAHDQI-PMXXHBEXSA-N,O=C(CSC1=NC2=C(SCC2)C(=O)N1c3ccccc3)Nc4ncc(s4)c5ccccc5,3.95
,CHEMBL2086693,HAPOVYFOVVWLRS-UHFFFAOYSA-N,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(n4)C(F)(F)F,3.95
,CHEMBL103,OFGFKUJAQALHEW-UHFFFAOYSA-N,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,3.94
,CHEMBL1956163,BYUSHVMTXZIAER-QHCPKHFHSA-N,O=C(Nc1cccc2cccnc12)[C@@H]3CC[C@H](CC3)N4C(=O)[C@@H]5[C@@H]6CC[C@@H](C6)[C@@H]5C4=O,3.94
,CHEMBL1289785,ZVYNZOQFCLCEBZ-UHFFFAOYSA-N,Clc1ccc(N2CCN(CC2)C(=O)CCCc3ccncc3)c(Cl)c1,3.93
,CHEMBL2023474,WOXKDUGGOYFFRN-IIBYNOLFSA-N,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93
,CHEMBL2207280,ZIQNVVREPNIIRD-UHFFFAOYSA-N,O[C@H](CNC(=O)C1=CNC(=O)c2ccc(F)cc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.93
,CHEMBL91023,VPYFFIZLDRLOFQ-UHFFFAOYSA-N,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1,3.93
,CHEMBL279053,WUDOWDUJLISJRD-UHFFFAOYSA-N,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc3c(CC)noc13,3.92
,CHEMBL2068881,AMHDUOXZVAFCJB-UHFFFAOYSA-N,COc1ccc(c(C)n1)c2cccc3c(N)c4C(=O)N(Cc4nc23)C5CCC5,3.92
,CHEMBL2088118,NKSUVPDDRBSPTR-HNNXBMFYSA-N,Cn1cc(nc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.92
,CHEMBL1644331,NVEMUJANQDPDSC-DHUJRADRSA-N,S(c1ccccc1)c2ccc3ccccc3n2,3.92
,CHEMBL728,XPADYKHELBQXCD-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,3.92
,CHEMBL10188,AYOQBSVJMUNSBV-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.91
,CHEMBL2208430,WDDCSCYJPKDFON-UHFFFAOYSA-N,O[C@H](CNC(=O)c1c[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,3.91
,CHEMBL1762545,MPBVMNIUVWBOBF-UHFFFAOYSA-N,COc1cc(Nc2nccc(n2)N(C)c3cc(CO)ccc3C)cc(c1)N4CCOCC4,3.9
,CHEMBL1703518,XMAYWYJOQHXEEK-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(cc1)c2oc(SCC(=O)N3CCc4ccccc34)nn2,3.9
,CHEMBL239767,JOBQEJLXPYTGGO-UHFFFAOYSA-N,Oc1cc(ccc1NC(=O)Nc2ccccc2Br)[N+](=O)[O-],3.9
,CHEMBL2164377,KFLXEKIKIYSSNO-UHFFFAOYSA-N,FC(F)(F)Oc1ccc(CNC(=O)C2N(CC3CC(F)(F)C3)C(=O)c4ccccc24)cc1,3.9
,CHEMBL1198335,CEQUQTKEVIQAMX-UHFFFAOYSA-N,COc1cccc(Nc2nc(NCC3CCCO3)c4ccccc4n2)c1,3.9
,CHEMBL2086656,IFIRBZOPPUFQRQ-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cc2,3.9
,CHEMBL91428,VNGOAGLZSGVQHX-SSDOTTSWSA-N,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,3.9
,CHEMBL2153174,WXHTZLXDTNQRJE-QGZVFWFLSA-N,Fc1cccc(F)c1CS(=O)(=O)N2CCN(CC2)c3ncccc3C(F)(F)F,3.9
,CHEMBL402934,ZZAOLDVNKJEEFU-SECBINFHSA-N,Clc1ccc2OCOc2c1Nc3ccnc(Nc4ccccc4)n3,3.9
,CHEMBL572629,OPUMJZOXVSSCCU-QGZVFWFLSA-N,CC1=NC(=C(NC1=O)c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c6ccccc6,3.9
,CHEMBL1890087,HXGBXQDTNZMWGS-RUZDIDTESA-N,CC(C)Nc1nc(NCc2ccccc2)c3sccc3n1,3.9
,CHEMBL507130,RJLIRWCQLYBRNB-UHFFFAOYSA-N,O=C1NC=Cc2nc(c3ccc(CN4CCC(CC4)c5n[nH]c(n5)c6ccccn6)cc3)c(cc12)c7ccccc7,3.9
,CHEMBL2097971,SYFFUKLBOFFLLY-UHFFFAOYSA-N,COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,3.9
,CHEMBL182279,LNEPOXFFQSENCJ-UHFFFAOYSA-N,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N,3.9
,CHEMBL1229592,FKOYASIKYGJOEG-UHFFFAOYSA-N,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,3.9
,CHEMBL1549615,GIBUZEJUJJDWTJ-IBGZPJMESA-N,COc1cc2cc(nc(C)c2cc1OC)c3ccc(O)cc3O,3.9
,CHEMBL1875368,XNZJTBRCBWPOTP-PBBNMVCDSA-N,O=C(Cc1cccc2ccccc12)Nc3ccccc3,3.9
,CHEMBL1762548,IBQDZKBTVFJMSQ-UHFFFAOYSA-N,CC(C)N(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,3.9
,CHEMBL960,LWMPULARVSIYHV-CEQLMSFQSA-N,Cc1oncc1C(=O)Nc2ccc(cc2)C(F)(F)F,3.9
,CHEMBL2171277,LSXUTRRVVSPWDZ-MKKUMYSQSA-N,Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1,3.9
,CHEMBL2349329,HIBBORWAHJKGBI-QHCPKHFHSA-N,CC(C)C[C@H](CO)Nc1nc(SCc2cccc(c2)C#N)nc3nc(N)sc13,3.9
,CHEMBL1762551,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CN(c1ccnc(Nc2cc(nc(n2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,3.9
,CHEMBL1163492,ACAKBZZHDIANCL-FQEVSTJZSA-N,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4ccc(F)cc4,3.9
,CHEMBL1987793,MPZNWDCJFYRKFH-UHFFFAOYSA-N,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,3.89
,CHEMBL480818,KJPBADHCKFUMIL-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c(N)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.89
,CHEMBL33899,NLSAEFKWDAMZCC-UHFFFAOYSA-N,CC\C(=C(/c1ccccc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,3.89
,CHEMBL459236,HEIDRJCIGVPEET-UHFFFAOYSA-N,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,3.89
,CHEMBL1351893,QYEMDTRCNOFDPK-UHFFFAOYSA-N,CCCc1c(cnn1c2ccccc2)C(=O)Nc3ccc(F)cc3C,3.89
,CHEMBL1940279,XJGVXQDUIWGIRW-UHFFFAOYSA-N,O[C@]1(CN2CCC1CC2)C#Cc3ccc(Oc4ccc(cc4)C(=O)NCc5ccnc6ccccc56)cc3,3.88
,CHEMBL1094168,FTHARYIKZCDUSU-OAHLLOKOSA-N,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,3.88
,CHEMBL2023475,SBDNJUWAMKYJOX-UHFFFAOYSA-N,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4ccc(F)cc34)cc2OC)cn1,3.88
,CHEMBL335550,JUHORIMYRDESRB-UHFFFAOYSA-N,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccncc3)N4C(=O)CCC4=O)cc2,3.88
,CHEMBL481563,VOPNWXZDJKCCRE-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1NC(=O)c3ccc4ncccc4c3,3.87
,CHEMBL274713,PLQWTOQXQJAHBY-QHCPKHFHSA-N,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](OCCO)[C@@H](O)[C@H]5O)c4n1,3.87
,CHEMBL196585,FSVJFNAIGNNGKK-UHFFFAOYSA-N,Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl,3.86
,CHEMBL1944652,OBEJTRHPRSRHSZ-JSGCOSHPSA-N,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4cccc5cccnc45,3.86
,CHEMBL471412,VGIYTWUCLMICKF-UHFFFAOYSA-N,COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4ccccc4)c(OC)c1,3.86
,CHEMBL1096435,CWFNNQMBLVACQD-QHCPKHFHSA-N,CS(=O)(=O)c1ccc(cc1)[C@@H](CC2CCCC2)C(=O)Nc3nccs3,3.86
,CHEMBL412142,MITFXPHMIHQXPI-UHFFFAOYSA-N,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,3.86
,CHEMBL1978713,QKTZSGVZWBCCAP-UHFFFAOYSA-N,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85
,CHEMBL1824606,XYGVIBXOJOOCFR-BRZXBJTJSA-N,Fc1ccccc1COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4,3.85
,CHEMBL366205,DKXHSOUZPMHNIZ-UHFFFAOYSA-N,Oc1ccc(Br)cc1C(=O)C(=O)c2cc(Br)ccc2O,3.85
,CHEMBL257478,HLKJXRGYFOSRLT-FZNQNYSPSA-N,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,3.85
,CHEMBL224267,ZNIFSRGNXRYGHF-UHFFFAOYSA-N,COc1cc(nc2c(cc(F)cc12)N3CCN(C)CC3)C(=O)Nc4ccc(cc4)N5CCOCC5,3.85
,CHEMBL496929,NCEXYHBECQHGNR-UHFFFAOYSA-N,OCCc1ccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)cc1,3.85
,CHEMBL107920,DHCOPPHTVOXDKU-UHFFFAOYSA-N,Fc1cc(F)cc(c1)c2cc(on2)N(CCCN3CCCCCC3)Cc4ccc5OCOc5c4,3.84
,CHEMBL480601,MNHDKMDLOJSCGN-UHFFFAOYSA-N,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,3.84
,CHEMBL2140153,BHZNGMOMDQDTGT-HNNXBMFYSA-N,O=C1OC(=Cc2ccccc12)c3ccccc3,3.84
,CHEMBL314034,DPGSGMKMVPXXPU-NUEKZKHPSA-N,CSc1nc(nn1Cc2ccccc2)c3ccccc3,3.83
,CHEMBL495383,YBAPRJNUZFLUMB-UHFFFAOYSA-N,OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,3.83
,CHEMBL568011,LGTPGGBSDIEHKM-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(Cl)c(c2)c3nc4ccccc4[nH]3,3.83
,CHEMBL1372682,QLRMBWSNYDHPIV-UHFFFAOYSA-N,O=C(CC12CC3CC(CC(C3)C1)C2)Nc4cccc5ncccc45,3.83
,CHEMBL117,TZFWDZFKRBELIQ-UHFFFAOYSA-N,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,3.83
,CHEMBL1957266,FSHWAYWSRSSJNF-UHFFFAOYSA-N,Cc1sc2c(C(=N[C@@H](CC(=O)OC(C)(C)C)c3nnc(C)n23)c4ccc(Cl)cc4)c1C,3.82
,CHEMBL190270,XCYOKZFYAJSASP-UHFFFAOYSA-N,O=C(Nc1cc(nn1c2ccccc2)c3ccccc3)c4cccc(c4)C#N,3.82
,CHEMBL192307,BHPNEZLHOOORFD-CAJLXGCNSA-N,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,3.82
,CHEMBL1682957,PAFKHYPPLMSWPU-UHFFFAOYSA-N,CC[C@H](NC(=O)c1c([S+]([O-])C(C)C)c(nc2ccccc12)c3ccccc3)c4ccccc4,3.81
,CHEMBL183425,BIHYIXDPXAATSU-UHFFFAOYSA-N,CN1CCN(CCCOc2ccc(cc2)c3onc(c3)c4ccc(F)cc4)CC1,3.81
,CHEMBL1415894,PFIKYMCZQKTDKR-UHFFFAOYSA-N,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,3.8
,CHEMBL296572,XWQFWBSOLVEUDU-UHFFFAOYSA-N,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,3.8
,CHEMBL1608462,YKXOPCFSUSUQIV-MRVPVSSYSA-N,CC(C)n1ncc2c(cc(nc12)C3CC3)C(=O)NCc4c(C)cc(C)nc4O,3.8
,CHEMBL2147569,RSVNNWQHWIOIOC-UHFFFAOYSA-N,C[C@]12Cc3cnn(c3C=C1CC[C@@]2(O)CCc4ccc(F)cc4C(=O)N)c5ccc(F)cc5,3.8
,CHEMBL2087844,LDPBTGBWTUWCBU-UHFFFAOYSA-N,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c3C1=O)c6ncnn6C,3.8
,CHEMBL1289926,WGYPAJVJMXQXTR-ABNZCKJZSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,3.8
,CHEMBL393501,IVXGFXACZQBKSB-UHFFFAOYSA-N,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8
,CHEMBL1468936,XAXUXVNWAUEYTR-UHFFFAOYSA-N,CCOC(=O)c1c(nc2cc(C)ccn12)c3ccccc3,3.8
,CHEMBL1682810,ZMNRORDFSGFGRV-UHFFFAOYSA-N,CN1CCOc2nc(ccc12)C#Cc3ccccc3,3.8
,CHEMBL1762536,VTGZPWMFTWGIQB-UHFFFAOYSA-N,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCC4)n1)c5cc(CO)ccc5C,3.8
,CHEMBL65119,RFXDMILSJZCTDQ-UHFFFAOYSA-N,Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,3.8
,CHEMBL1727809,PBZXICQVHVBHEO-UHFFFAOYSA-N,O=C(NCCCCc1ccccc1)c2ccccc2,3.8
,CHEMBL1957038,HJQWAOOLYPCQMS-UHFFFAOYSA-N,Oc1ccc(cc1)C2=Cc3ccc(O)cc3OC2,3.8
,CHEMBL1557849,FQHAURJASXHLTM-UHFFFAOYSA-N,COc1ccc(\C=C/2\CCc3ccccc3C2=O)cc1CN4CCOCC4,3.8
,CHEMBL1766081,NHOMRPYETSURDH-DEOSSOPVSA-N,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3cccnc3C)c2C,3.8
,CHEMBL464081,VJJIICSWTNWWPY-UHFFFAOYSA-N,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,3.8
,CHEMBL726,SFLIILJRMUOVNE-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,3.8
,CHEMBL1428,XSLRDELRVIJSAN-UHFFFAOYSA-N,COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,3.8
,CHEMBL2086678,DTPWIWAJFPLHER-UHFFFAOYSA-N,COc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,3.8
,CHEMBL380130,PURNIHSRWGYONZ-UHFFFAOYSA-N,COc1ccc2NC(=O)C(NC(=O)c3ccccc3OC)N=C(c4ccccc4)c2c1,3.8
,CHEMBL1762547,LZUBRBPDQNOPAH-UHFFFAOYSA-N,CCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,3.8
,CHEMBL327027,VPMVCCJNDYXJJG-UHFFFAOYSA-N,c1ccc(cc1)c2c[nH]c(n2)c3ccccc3,3.8
,CHEMBL178397,BFFSFKBOYIWQLV-UHFFFAOYSA-N,CC1=NC(=C(NC1=O)c2ccccc2)c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3,3.8
,CHEMBL135386,DCZRFEDKJFMNBE-UHFFFAOYSA-N,CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1Cl)\n2cncn2,3.8
,CHEMBL383669,PBZUGIXUZZZNKG-UHFFFAOYSA-N,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCCC4,3.8
,CHEMBL2349339,DGGKRIGJIQRXQD-LLVKDONJSA-N,CCC[C@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,3.8
,CHEMBL2086677,SPWKCUOJASZCNG-RTBURBONSA-N,Cc1cnccc1COc2cnc(nc2)N3CCN(CC3)C(=O)OC(C)(C)C,3.8
,CHEMBL442995,RFSVVCBVIFWEMZ-UHFFFAOYSA-N,Cc1c(c2ccc(O)cc2)n(C)c3ccc(O)cc13,3.8
,CHEMBL1783246,OKKDRJRENIHJDI-UHFFFAOYSA-N,CCCNC(=O)c1nnc2c(cccc2c1N)c3ccccc3,3.8
,CHEMBL1089168,SFXBTXYONCDQJY-UHFFFAOYSA-N,FC(F)(F)c1nn(cc1C(=O)NCCNC(=O)c2ccc(Cl)cn2)c3ccccc3,3.8
,CHEMBL2364624,JNRWMDWBIFENSQ-IBGZPJMESA-N,OC(=O)C[C@@H]1CC[C@H](CC1)c2ccc(cc2)c3ccc(Nc4ccc(nc4)C(F)(F)F)cn3,3.8
,CHEMBL64941,PAZJSJFMUHDSTF-UHFFFAOYSA-N,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1,3.8
,CHEMBL202626,BRBUBVKGJRPRRD-UHFFFAOYSA-N,Fc1ccccc1NC(=O)NC2N=C(c3ccccc3)c4ccccc4NC2=O,3.8
,CHEMBL118973,DXBACYJYMPQCGY-DAFXYXGESA-N,Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,3.8
,CHEMBL2171278,VVVQUPAWRFBZMZ-INIZCTEOSA-O,Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cccc4cccnc34)c(C)c1,3.8
,CHEMBL2152915,SNICXCGAKADSCV-JTQLQIEISA-N,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N,3.8
,CHEMBL1669160,UQIDNSKBUXCODH-UHFFFAOYSA-N,CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,3.8
,CHEMBL187368,RMHMFHUVIITRHF-UHFFFAOYSA-N,Oc1cccc2Oc3ccccc3C(=O)c12,3.8
,CHEMBL1347379,MBAXYDNQLXXKNL-UHFFFAOYSA-N,Cc1ccc(cc1)C(=O)N2CCC(CC2)C(=O)c3ccc(Cl)cc3,3.79
,CHEMBL315708,QWWLVVDOGURJDF-IBGZPJMESA-N,c1ccc(cc1)c2[nH]nc3ccccc23,3.79
,CHEMBL1299863,GOOMUHBHUSAARV-UHFFFAOYSA-N,CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,3.78
,CHEMBL1464754,NLYDRENNWCTRBV-UHFFFAOYSA-N,Clc1ccccc1N2CCN(CC2)C(=O)NC3CCCCC3,3.78
,CHEMBL2023483,PQEMCBYJEDCWQJ-UHFFFAOYSA-N,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,3.78
,CHEMBL1508646,OEGABHQAWDXQMV-NSHDSACASA-N,Cc1ccc(cc1)c2nnc(N3CCN(CC3)C(=O)c4occc4)c5ccccc25,3.78
,CHEMBL190044,JUELOSCDPSWDKO-UHFFFAOYSA-N,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c2ccccc2,3.77
,CHEMBL490512,BLVTYAOGMSRRPZ-YTTGMZPUSA-N,O=C(CCc1ccccc1)c2ccccc2,3.77
,CHEMBL1783275,INVTYAOGFAGBOE-UHFFFAOYSA-N,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC(C)C,3.77
,CHEMBL399539,QLBYFMQWSKPLNE-UHFFFAOYSA-N,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,3.77
,CHEMBL1089224,JLOXTZFYJNCPIS-FYWRMAATSA-N,CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,3.76
,CHEMBL1779014,UQKXSDIJXQMRLG-UHFFFAOYSA-N,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,3.76
,CHEMBL1835912,BDFSITGJCZCMTL-UHFFFAOYSA-N,CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)nc1,3.76
,CHEMBL479,VLSZKRISTGXFJW-UHFFFAOYSA-N,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,3.76
,CHEMBL2336331,GIMVWSSMBYUNSF-UHFFFAOYSA-N,C[C@@H]1CN(C[C@H](C)O1)c2nc(N3CCOC[C@@H]3C)c4ccc(nc4n2)c5ccccc5,3.75
,CHEMBL2163586,IRDZVVVHPQDNBN-UHFFFAOYSA-N,FC(F)(F)c1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.75
,CHEMBL514257,AFJRDFWMXUECEW-LBPRGKRZSA-N,OC[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,3.75
,CHEMBL325475,SMWYZKVDOWWISU-UHFFFAOYSA-N,CCn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,3.75
,CHEMBL1440652,IUDBEIQBJIEKNX-UHFFFAOYSA-N,Cn1c(CN2CCN(CC2)c3cccc(Cl)c3)nc4ccccc14,3.75
,CHEMBL1429296,UWWSISYOFNGXQB-HZPDHXFCSA-N,COc1ccccc1CN2C(C(=O)NC3CCC(C)CC3)c4ccccc4C2=O,3.74
